€09/25/02 15:34:48.326 core/Log             FILE OPENED€
€09/25/02 15:38:50.253 J1850               BusAck $1 $60€
€09/25/02 15:38:50.311 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:50.462 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:50.483 J1850               BusAck $1 $60€
€09/25/02 15:38:50.548 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:51.960 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:51.991 J1850               BusAck $1 $60€
€09/25/02 15:38:52.012 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:52.193 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:52.230 J1850               BusAck $1 $60€
€09/25/02 15:38:52.276 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:52.418 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:52.469 J1850               BusAck $1 $60€
€09/25/02 15:38:52.512 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:53.097 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:53.136 J1850               BusAck $1 $60€
€09/25/02 15:38:53.179 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:53.341 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:53.378 J1850               BusAck $1 $60€
€09/25/02 15:38:53.409 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:53.568 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:53.605 J1850               BusAck $1 $60€
€09/25/02 15:38:53.649 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:53.849 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:53.870 J1850               BusAck $1 $60€
€09/25/02 15:38:53.910 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:54.457 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:54.489 J1850               BusAck $1 $60€
€09/25/02 15:38:54.545 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:54.684 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:54.717 J1850               BusAck $1 $60€
€09/25/02 15:38:54.771 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:54.940 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:54.979 J1850               BusAck $1 $60€
€09/25/02 15:38:55.070 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:55.506 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:55.530 J1850               BusAck $1 $60€
€09/25/02 15:38:55.578 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:55.764 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:55.813 J1850               BusAck $1 $60€
€09/25/02 15:38:55.852 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:56.046 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:56.085 J1850               BusAck $1 $60€
€09/25/02 15:38:56.110 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:57.459 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:57.496 J1850               BusAck $1 $60€
€09/25/02 15:38:57.530 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:57.719 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:57.755 J1850               BusAck $1 $60€
€09/25/02 15:38:57.799 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:58.203 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:58.230 J1850               BusAck $1 $60€
€09/25/02 15:38:58.292 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:58.459 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:58.490 J1850               BusAck $1 $60€
€09/25/02 15:38:58.545 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:58.711 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:58.736 J1850               BusAck $1 $60€
€09/25/02 15:38:58.792 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:59.170 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:59.191 J1850               BusAck $1 $60€
€09/25/02 15:38:59.238 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:59.417 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:59.463 J1850               BusAck $1 $60€
€09/25/02 15:38:59.495 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:38:59.656 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:38:59.703 J1850               BusAck $1 $60€
€09/25/02 15:38:59.729 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:00.316 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:00.337 J1850               BusAck $1 $60€
€09/25/02 15:39:00.388 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:00.577 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:00.620 J1850               BusAck $1 $60€
€09/25/02 15:39:00.663 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:00.868 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:00.891 J1850               BusAck $1 $60€
€09/25/02 15:39:00.944 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:01.122 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:01.147 J1850               BusAck $1 $60€
€09/25/02 15:39:01.207 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:01.404 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:01.438 J1850               BusAck $1 $60€
€09/25/02 15:39:01.470 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:01.935 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:01.973 J1850               BusAck $1 $60€
€09/25/02 15:39:02.022 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:02.217 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:02.245 J1850               BusAck $1 $60€
€09/25/02 15:39:02.292 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:03.655 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:03.677 J1850               BusAck $1 $60€
€09/25/02 15:39:03.733 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:03.889 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:03.931 J1850               BusAck $1 $60€
€09/25/02 15:39:03.973 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:04.121 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:04.142 J1850               BusAck $1 $60€
€09/25/02 15:39:04.189 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:04.593 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:04.652 J1850               BusAck $1 $60€
€09/25/02 15:39:04.684 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:05.055 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:05.096 J1850               BusAck $1 $60€
€09/25/02 15:39:05.138 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:06.071 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:06.095 J1850               BusAck $1 $60€
€09/25/02 15:39:06.145 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:06.316 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:06.350 J1850               BusAck $1 $60€
€09/25/02 15:39:06.385 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:07.016 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:07.051 J1850               BusAck $1 $60€
€09/25/02 15:39:07.112 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:07.288 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:07.322 J1850               BusAck $1 $60€
€09/25/02 15:39:07.349 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:07.911 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:07.960 J1850               BusAck $1 $60€
€09/25/02 15:39:08.006 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:08.191 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:08.240 J1850               BusAck $1 $60€
€09/25/02 15:39:08.266 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:08.447 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:08.479 J1850               BusAck $1 $60€
€09/25/02 15:39:08.533 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:08.918 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:08.947 J1850               BusAck $1 $60€
€09/25/02 15:39:08.968 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:09.146 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:09.176 J1850               BusAck $1 $60€
€09/25/02 15:39:09.225 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:09.405 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:09.434 J1850               BusAck $1 $60€
€09/25/02 15:39:09.482 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:10.754 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:10.776 J1850               BusAck $1 $60€
€09/25/02 15:39:10.807 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:10.986 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:11.019 J1850               BusAck $1 $60€
€09/25/02 15:39:11.078 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:11.267 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:11.307 J1850               BusAck $1 $60€
€09/25/02 15:39:11.335 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:11.709 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:11.729 J1850               BusAck $1 $60€
€09/25/02 15:39:11.809 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:12.389 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:12.421 J1850               BusAck $1 $60€
€09/25/02 15:39:12.477 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:12.662 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:12.706 J1850               BusAck $1 $60€
€09/25/02 15:39:12.748 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:12.935 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:12.967 J1850               BusAck $1 $60€
€09/25/02 15:39:13.026 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:13.171 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:13.211 J1850               BusAck $1 $60€
€09/25/02 15:39:13.267 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:13.517 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:13.554 J1850               BusAck $1 $60€
€09/25/02 15:39:13.611 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:13.974 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:14.010 J1850               BusAck $1 $60€
€09/25/02 15:39:14.086 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:14.665 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:14.694 J1850               BusAck $1 $60€
€09/25/02 15:39:14.740 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:14.894 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:14.932 J1850               BusAck $1 $60€
€09/25/02 15:39:14.986 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:15.176 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:15.208 J1850               BusAck $1 $60€
€09/25/02 15:39:15.244 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:15.476 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:15.501 J1850               BusAck $1 $60€
€09/25/02 15:39:15.528 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:16.955 J1850               Tx $24 $10 $22 $3 $cd $0€
€09/25/02 15:39:16.982 J1850               BusAck $1 $60€
€09/25/02 15:39:17.088 J1850               Rx $26 $10 $62 $80 $0 $0 $0 $0 $0€
€09/25/02 15:39:17.436 J1850               Tx $24 $10 $22 $3 $cf $0€
€09/25/02 15:39:17.469 J1850               BusAck $1 $60€
€09/25/02 15:39:17.536 J1850               Rx $26 $10 $62 $0 $0 $0 $0 $0 $0€
€09/25/02 15:39:27.725 core/Log             FILE CLOSED€
